START DATE,C02 Levels,WEEKS PASSED
9/6/1980,336.65,1117
9/13/1980,335.75,1118
9/20/1980,335.28,1119
9/27/1980,336.03,1120
10/4/1980,335.83,1121
10/11/1980,335.87,1122
10/18/1980,336.1,1123
10/25/1980,336.42,1124
11/1/1980,336.65,1125
11/8/1980,336.98,1126
11/15/1980,337.14,1127
11/22/1980,337.31,1128
11/29/1980,337.41,1129
12/6/1980,337.77,1130
12/13/1980,338.1,1131
12/20/1980,338.39,1132
12/27/1980,338.72,1133
1/3/1981,338.94,1134
1/10/1981,339.13,1135
1/17/1981,339.39,1136
1/24/1981,339.36,1137
1/31/1981,339.55,1138
2/7/1981,340.57,1139
2/14/1981,340.04,1140
2/21/1981,340.2,1141
2/28/1981,341.11,1142
3/7/1981,340.73,1143
3/14/1981,341.04,1144
3/21/1981,341.89,1145
3/28/1981,342.19,1146
4/4/1981,342.42,1147
4/11/1981,342.49,1148
4/18/1981,342.78,1149
4/25/1981,342.3,1150
5/2/1981,342.95,1151
5/9/1981,343,1152
5/16/1981,342.8,1153
5/23/1981,342.7,1154
5/30/1981,342.75,1155
6/6/1981,342.64,1156
6/13/1981,342.54,1157
6/20/1981,341.81,1158
6/27/1981,341.64,1159
7/4/1981,341.05,1160
7/11/1981,340.87,1161
7/18/1981,339.76,1162
7/25/1981,340.21,1163
8/1/1981,339.56,1164
8/8/1981,338.92,1165
8/15/1981,338.48,1166
8/22/1981,337.57,1167
8/29/1981,337.73,1168
9/5/1981,337.2,1169
9/12/1981,337.03,1170
9/19/1981,336.75,1171
9/26/1981,335.95,1172
10/3/1981,336.3,1173
10/10/1981,336.65,1174
10/17/1981,337.13,1175
10/24/1981,337.22,1176
10/31/1981,337.56,1177
11/7/1981,337.87,1178
11/14/1981,338.14,1179
11/21/1981,338.57,1180
11/28/1981,339.3,1181
12/5/1981,339.29,1182
12/12/1981,339.41,1183
12/19/1981,339.65,1184
12/26/1981,340.23,1185
1/2/1982,340.28,1186
1/9/1982,340.39,1187
1/16/1982,340.72,1188
1/23/1982,341.13,1189
1/30/1982,341.29,1190
2/6/1982,341.94,1191
2/13/1982,341.11,1192
2/20/1982,341.14,1193
2/27/1982,342.19,1194
3/6/1982,342.66,1195
3/13/1982,342.61,1196
3/20/1982,342.78,1197
3/27/1982,342.81,1198
4/3/1982,342.96,1199
4/10/1982,343.3,1200
4/17/1982,343.5,1201
4/24/1982,344.29,1202
5/1/1982,343.83,1203
5/8/1982,343.68,1204
5/15/1982,344.29,1205
5/22/1982,344.1,1206
5/29/1982,344.1,1207
6/5/1982,343.48,1208
6/12/1982,343.5,1209
6/19/1982,343.46,1210
6/26/1982,342.91,1211
7/3/1982,342.53,1212
7/10/1982,342.03,1213
7/17/1982,342.02,1214
7/24/1982,341.81,1215
7/31/1982,341.31,1216
8/7/1982,340.57,1217
8/14/1982,340.06,1218
8/21/1982,339.71,1219
8/28/1982,338.32,1220
9/4/1982,338.88,1221
9/11/1982,338.61,1222
9/18/1982,337.84,1223
9/25/1982,336.92,1224
10/2/1982,337.32,1225
10/9/1982,338.09,1226
10/16/1982,337.6,1227
10/23/1982,337.94,1228
10/30/1982,338.7,1229
11/6/1982,338.49,1230
11/13/1982,339.2,1231
11/20/1982,339.72,1232
11/27/1982,339.88,1233
12/4/1982,339.86,1234
12/11/1982,340.43,1235
12/18/1982,340.71,1236
12/25/1982,340.82,1237
1/1/1983,340.94,1238
1/8/1983,341.44,1239
1/15/1983,341.57,1240
1/22/1983,341.25,1241
1/29/1983,341.72,1242
2/5/1983,342,1243
2/12/1983,342.77,1244
2/19/1983,342.5,1245
2/26/1983,342.84,1246
3/5/1983,342.38,1247
3/12/1983,342.58,1248
3/19/1983,344.06,1249
3/26/1983,343.81,1250
4/2/1983,344.02,1251
4/9/1983,344.89,1252
4/16/1983,345.07,1253
4/23/1983,345.32,1254
4/30/1983,345.46,1255
5/7/1983,345.43,1256
5/14/1983,345.77,1257
5/21/1983,345.85,1258
5/28/1983,345.76,1259
6/4/1983,345.68,1260
6/11/1983,345.6,1261
6/18/1983,345.04,1262
6/25/1983,344.97,1263
7/2/1983,344.74,1264
7/9/1983,344.59,1265
7/16/1983,343.73,1266
7/23/1983,343.66,1267
7/30/1983,342.6,1268
8/6/1983,343.05,1269
8/13/1983,341.7,1270
8/20/1983,342.14,1271
8/27/1983,341.8,1272
9/3/1983,339.94,1273
9/10/1983,339.99,1274
9/17/1983,339.86,1275
9/24/1983,339.98,1276
10/1/1983,339.87,1277
10/8/1983,339.76,1278
10/15/1983,340.12,1279
10/22/1983,340.25,1280
10/29/1983,340.37,1281
11/5/1983,340.8,1282
11/12/1983,341,1283
11/19/1983,341.18,1284
11/26/1983,341.7,1285
12/3/1983,341.87,1286
12/10/1983,342.85,1287
12/17/1983,343.39,1288
12/24/1983,343.61,1289
12/31/1983,343.47,1290
1/7/1984,343.78,1291
1/14/1984,343.47,1292
1/21/1984,343.5,1293
1/28/1984,344.16,1294
2/4/1984,344.35,1295
2/11/1984,344.57,1296
2/18/1984,344.33,1297
2/25/1984,344.69,1298
3/3/1984,344.88,1299
3/10/1984,344.95,1300
3/17/1984,345.45,1301
3/24/1984,345.69,1302
4/28/1984,347.47,1303
5/5/1984,347.49,1304
5/12/1984,347.78,1305
5/19/1984,347.36,1306
5/26/1984,347.03,1307
6/2/1984,347.09,1308
6/9/1984,347.02,1309
6/16/1984,346.89,1310
6/23/1984,346.37,1311
6/30/1984,346.24,1312
7/7/1984,345.82,1313
7/14/1984,345.48,1314
7/21/1984,345.25,1315
7/28/1984,344.48,1316
8/4/1984,344.05,1317
8/11/1984,344.12,1318
8/18/1984,343.19,1319
8/25/1984,342.05,1320
9/1/1984,341.65,1321
9/8/1984,340.65,1322
9/15/1984,341.37,1323
9/22/1984,341.31,1324
9/29/1984,340.85,1325
10/6/1984,341.19,1326
10/13/1984,341.3,1327
10/20/1984,341.91,1328
10/27/1984,341.67,1329
11/3/1984,342.01,1330
11/10/1984,342.65,1331
11/17/1984,343.14,1332
11/24/1984,343.75,1333
12/1/1984,343.6,1334
12/8/1984,343.95,1335
12/15/1984,344.23,1336
12/22/1984,344.58,1337
12/29/1984,344.57,1338
1/5/1985,344.77,1339
1/12/1985,345.01,1340
1/19/1985,345.01,1341
1/26/1985,345.08,1342
2/2/1985,345.95,1343
2/9/1985,345.54,1344
2/16/1985,345.82,1345
2/23/1985,346.37,1346
3/2/1985,346.77,1347
3/9/1985,347.11,1348
3/16/1985,347.58,1349
3/23/1985,347.7,1350
3/30/1985,348.27,1351
4/6/1985,348.04,1352
4/13/1985,348.08,1353
4/20/1985,348.52,1354
4/27/1985,348.84,1355
5/4/1985,348.89,1356
5/11/1985,349.31,1357
5/18/1985,349.18,1358
5/25/1985,348.18,1359
6/1/1985,349.05,1360
6/8/1985,348.49,1361
6/15/1985,348.24,1362
6/22/1985,347.9,1363
6/29/1985,347.47,1364
7/6/1985,346.9,1365
7/13/1985,346.8,1366
7/20/1985,346.43,1367
7/27/1985,345.79,1368
8/10/1985,344.7,1369
8/17/1985,344.5,1370
8/24/1985,344.38,1371
8/31/1985,343.76,1372
9/7/1985,344.29,1373
9/14/1985,343.37,1374
9/21/1985,342.46,1375
9/28/1985,342.13,1376
10/5/1985,342.4,1377
10/12/1985,342.5,1378
10/19/1985,343.14,1379
10/26/1985,343.22,1380
11/2/1985,343.38,1381
11/9/1985,343.77,1382
11/16/1985,344.25,1383
11/23/1985,344.64,1384
11/30/1985,345.3,1385
12/7/1985,345.37,1386
12/14/1985,345.67,1387
12/21/1985,345.17,1388
12/28/1985,346.3,1389
1/4/1986,346.44,1390
1/11/1986,346.09,1391
1/18/1986,346.25,1392
1/25/1986,346.46,1393
2/1/1986,346.22,1394
2/8/1986,346.84,1395
2/15/1986,347.18,1396
2/22/1986,347.2,1397
3/1/1986,347.07,1398
3/8/1986,346.65,1399
3/15/1986,347.22,1400
3/22/1986,349.15,1401
3/29/1986,348.87,1402
4/5/1986,349.21,1403
4/12/1986,349.45,1404
4/19/1986,349.34,1405
4/26/1986,350.2,1406
5/3/1986,349.99,1407
5/10/1986,350.14,1408
5/17/1986,350.23,1409
5/24/1986,350.13,1410
5/31/1986,350.18,1411
6/7/1986,349.73,1412
6/14/1986,349.54,1413
6/21/1986,349.48,1414
6/28/1986,348.92,1415
7/5/1986,348.69,1416
7/12/1986,347.77,1417
7/19/1986,347.61,1418
7/26/1986,347.41,1419
8/2/1986,346.65,1420
8/9/1986,346.23,1421
8/16/1986,345.59,1422
8/23/1986,345.62,1423
8/30/1986,345.27,1424
9/6/1986,345.05,1425
9/13/1986,345.32,1426
9/20/1986,344.43,1427
9/27/1986,344.51,1428
10/4/1986,343.99,1429
10/11/1986,344.11,1430
10/18/1986,343.99,1431
10/25/1986,344.57,1432
11/1/1986,345.17,1433
11/8/1986,345.35,1434
11/15/1986,345.63,1435
11/22/1986,345.72,1436
11/29/1986,346.41,1437
12/6/1986,346.92,1438
12/13/1986,346.77,1439
12/20/1986,346.97,1440
12/27/1986,347.08,1441
1/3/1987,347.62,1442
1/10/1987,348.37,1443
1/17/1987,348.27,1444
1/24/1987,347.96,1445
1/31/1987,348.03,1446
2/7/1987,347.91,1447
2/14/1987,348.25,1448
2/21/1987,348.54,1449
2/28/1987,349.47,1450
3/7/1987,348.85,1451
3/14/1987,349.27,1452
3/21/1987,349.79,1453
3/28/1987,350.2,1454
4/4/1987,350.82,1455
4/11/1987,350.27,1456
4/18/1987,351.19,1457
4/25/1987,351.39,1458
5/2/1987,351.43,1459
5/9/1987,352,1460
5/16/1987,351.73,1461
5/23/1987,351.91,1462
5/30/1987,351.78,1463
6/6/1987,351.65,1464
6/13/1987,351.17,1465
6/20/1987,351,1466
6/27/1987,350.94,1467
7/4/1987,349.76,1468
7/11/1987,349.84,1469
7/18/1987,348.87,1470
7/25/1987,349.51,1471
8/1/1987,349.04,1472
8/8/1987,348.15,1473
8/15/1987,348.62,1474
8/22/1987,348.01,1475
8/29/1987,346.71,1476
9/5/1987,347.05,1477
9/12/1987,346.65,1478
9/19/1987,346.29,1479
9/26/1987,345.85,1480
10/3/1987,345.77,1481
10/10/1987,346.34,1482
10/17/1987,346.59,1483
10/24/1987,346.8,1484
10/31/1987,346.91,1485
11/7/1987,347.34,1486
11/14/1987,347.65,1487
11/21/1987,348.16,1488
11/28/1987,348.75,1489
12/5/1987,348.66,1490
12/12/1987,348.82,1491
12/19/1987,349.12,1492
12/26/1987,349.29,1493
1/2/1988,349.78,1494
1/9/1988,350.28,1495
1/16/1988,350.21,1496
1/23/1988,350.79,1497
1/30/1988,351.22,1498
2/6/1988,351.81,1499
2/13/1988,351.31,1500
2/20/1988,351.53,1501
2/27/1988,352.55,1502
3/5/1988,352.88,1503
3/12/1988,351.88,1504
3/19/1988,351.78,1505
3/26/1988,352.23,1506
4/2/1988,353.13,1507
4/9/1988,353.57,1508
4/16/1988,353.15,1509
4/23/1988,354,1510
4/30/1988,354.23,1511
5/7/1988,353.76,1512
5/14/1988,354.3,1513
5/21/1988,354.52,1514
5/28/1988,354.2,1515
6/4/1988,354.18,1516
6/11/1988,354.2,1517
6/18/1988,353.61,1518
6/25/1988,353.19,1519
7/2/1988,353.08,1520
7/9/1988,352.56,1521
7/16/1988,352.65,1522
7/23/1988,351.96,1523
7/30/1988,351.13,1524
8/6/1988,350.95,1525
8/13/1988,350.3,1526
8/20/1988,350.49,1527
8/27/1988,349.61,1528
9/3/1988,349.38,1529
9/10/1988,348.73,1530
9/17/1988,348.95,1531
9/24/1988,348.19,1532
10/1/1988,348.82,1533
10/8/1988,348.88,1534
10/15/1988,348.68,1535
10/22/1988,349.42,1536
10/29/1988,349.29,1537
11/5/1988,349.78,1538
11/12/1988,349.89,1539
11/19/1988,350.18,1540
11/26/1988,350.48,1541
12/3/1988,350.5,1542
12/10/1988,351.02,1543
12/17/1988,351.6,1544
12/24/1988,351.36,1545
12/31/1988,352.4,1546
1/7/1989,352.77,1547
1/14/1989,352.97,1548
1/21/1989,352.51,1549
1/28/1989,353.06,1550
2/4/1989,352.83,1551
2/11/1989,352.64,1552
2/18/1989,353.22,1553
2/25/1989,353.48,1554
3/4/1989,353.17,1555
3/11/1989,353.46,1556
3/18/1989,353.55,1557
3/25/1989,354.48,1558
4/1/1989,354.56,1559
4/8/1989,355.05,1560
4/15/1989,355.41,1561
4/22/1989,356.01,1562
4/29/1989,355.9,1563
5/6/1989,355.36,1564
5/13/1989,355.82,1565
5/20/1989,355.64,1566
5/27/1989,355.76,1567
6/3/1989,355.8,1568
6/10/1989,355.09,1569
6/17/1989,354.87,1570
6/24/1989,354.9,1571
7/1/1989,354.5,1572
7/8/1989,354.76,1573
7/15/1989,353.85,1574
7/22/1989,353.19,1575
7/29/1989,353.21,1576
8/5/1989,352.62,1577
8/12/1989,352.24,1578
8/19/1989,351.16,1579
8/26/1989,350.43,1580
9/2/1989,350.79,1581
9/9/1989,350.28,1582
9/16/1989,349.41,1583
9/23/1989,349.31,1584
9/30/1989,349.71,1585
10/7/1989,349.97,1586
10/14/1989,349.74,1587
10/21/1989,350.24,1588
10/28/1989,350.47,1589
11/4/1989,350.66,1590
11/11/1989,351.29,1591
11/18/1989,351.6,1592
11/25/1989,351.46,1593
12/2/1989,352.09,1594
12/9/1989,352.16,1595
12/16/1989,352.48,1596
12/23/1989,352.59,1597
12/30/1989,353.44,1598
1/6/1990,353.47,1599
1/13/1990,353.55,1600
1/20/1990,353.8,1601
1/27/1990,353.96,1602
2/3/1990,354.13,1603
2/10/1990,355.02,1604
2/17/1990,354.87,1605
2/24/1990,354.78,1606
3/3/1990,355.72,1607
3/10/1990,354.99,1608
3/17/1990,355.84,1609
3/24/1990,355.17,1610
3/31/1990,355.95,1611
4/7/1990,356.17,1612
4/14/1990,355.9,1613
4/21/1990,356.68,1614
4/28/1990,356.18,1615
5/5/1990,357.3,1616
5/12/1990,357.09,1617
5/19/1990,356.99,1618
5/26/1990,357.13,1619
6/2/1990,357.01,1620
6/9/1990,356.63,1621
6/16/1990,355.68,1622
6/23/1990,355.53,1623
6/30/1990,355.79,1624
7/7/1990,355.51,1625
7/14/1990,354,1626
7/21/1990,354.59,1627
7/28/1990,354.72,1628
8/4/1990,353.56,1629
8/11/1990,353.23,1630
8/18/1990,352.92,1631
8/25/1990,352.01,1632
9/1/1990,350.99,1633
9/8/1990,350.75,1634
9/15/1990,351.33,1635
9/22/1990,350.97,1636
9/29/1990,350.92,1637
10/6/1990,351.1,1638
10/13/1990,351.08,1639
10/20/1990,351.48,1640
10/27/1990,351.47,1641
11/3/1990,352.12,1642
11/10/1990,352.62,1643
11/17/1990,353.05,1644
11/24/1990,353.18,1645
12/1/1990,353.61,1646
12/8/1990,354.07,1647
12/15/1990,353.87,1648
12/22/1990,354.51,1649
12/29/1990,354.89,1650
1/5/1991,354.28,1651
1/12/1991,354.73,1652
1/19/1991,354.86,1653
1/26/1991,355.05,1654
2/2/1991,355.22,1655
2/9/1991,355.23,1656
2/16/1991,356.4,1657
2/23/1991,355.83,1658
3/2/1991,356.41,1659
3/9/1991,357.21,1660
3/16/1991,357.69,1661
3/23/1991,356.96,1662
3/30/1991,357.94,1663
4/6/1991,358.32,1664
4/13/1991,357.83,1665
4/20/1991,359.19,1666
4/27/1991,359.24,1667
5/4/1991,359.11,1668
5/11/1991,358.94,1669
5/18/1991,360.03,1670
5/25/1991,359.08,1671
6/1/1991,358.52,1672
6/8/1991,358.46,1673
6/15/1991,358.22,1674
6/22/1991,358.12,1675
6/29/1991,357.74,1676
7/6/1991,357.27,1677
7/13/1991,356.54,1678
7/20/1991,355.26,1679
7/27/1991,355.3,1680
8/3/1991,354.89,1681
8/10/1991,354.6,1682
8/17/1991,353.78,1683
8/24/1991,353.07,1684
8/31/1991,353.22,1685
9/7/1991,353.06,1686
9/14/1991,352.12,1687
9/21/1991,351.84,1688
9/28/1991,351.69,1689
10/5/1991,351.7,1690
10/12/1991,352.18,1691
10/19/1991,352.53,1692
10/26/1991,352.72,1693
11/2/1991,353.47,1694
11/9/1991,353.76,1695
11/16/1991,353.56,1696
11/23/1991,353.86,1697
11/30/1991,354.35,1698
12/7/1991,354.54,1699
12/14/1991,354.97,1700
12/21/1991,355.22,1701
12/28/1991,355.5,1702
1/4/1992,355.69,1703
1/11/1992,356.07,1704
1/18/1992,356.19,1705
1/25/1992,355.96,1706
2/1/1992,356.05,1707
2/8/1992,356.73,1708
2/15/1992,357.33,1709
2/22/1992,356.99,1710
2/29/1992,356.58,1711
3/7/1992,357.3,1712
3/14/1992,357.8,1713
3/21/1992,358.18,1714
3/28/1992,358.42,1715
4/4/1992,358.57,1716
4/11/1992,358.99,1717
4/18/1992,359.75,1718
4/25/1992,359.25,1719
5/2/1992,359.69,1720
5/9/1992,359.73,1721
5/16/1992,358.6,1722
5/23/1992,359.65,1723
5/30/1992,360.25,1724
6/6/1992,360.03,1725
6/13/1992,359.48,1726
6/20/1992,358.75,1727
6/27/1992,358.45,1728
7/4/1992,358.47,1729
7/11/1992,357.2,1730
7/18/1992,356.37,1731
7/25/1992,356.1,1732
8/1/1992,354.99,1733
8/8/1992,355.33,1734
8/15/1992,355.32,1735
8/22/1992,354.59,1736
8/29/1992,354.34,1737
9/5/1992,353.53,1738
9/12/1992,353.66,1739
9/19/1992,352.37,1740
9/26/1992,352.75,1741
10/3/1992,353.6,1742
10/10/1992,353.38,1743
10/17/1992,353.24,1744
10/24/1992,353.51,1745
10/31/1992,353.56,1746
11/7/1992,353.99,1747
11/14/1992,353.86,1748
11/21/1992,354.57,1749
11/28/1992,354.64,1750
12/5/1992,354.85,1751
12/12/1992,355.37,1752
12/19/1992,355.46,1753
12/26/1992,355.97,1754
1/2/1993,356.29,1755
1/9/1993,356.96,1756
1/16/1993,356.72,1757
1/23/1993,356.66,1758
1/30/1993,357.03,1759
2/6/1993,356.62,1760
2/13/1993,357.23,1761
2/20/1993,357.36,1762
2/27/1993,357.68,1763
3/6/1993,358.39,1764
3/13/1993,358.52,1765
3/20/1993,358.13,1766
3/27/1993,358.85,1767
4/3/1993,359.17,1768
4/10/1993,358.87,1769
4/17/1993,359.42,1770
4/24/1993,360.03,1771
5/1/1993,359.62,1772
5/8/1993,359.78,1773
5/15/1993,360.7,1774
5/22/1993,360.62,1775
5/29/1993,360.35,1776
6/5/1993,359.79,1777
6/12/1993,359.92,1778
6/19/1993,359.34,1779
6/26/1993,359.15,1780
7/3/1993,357.91,1781
7/10/1993,358.02,1782
7/17/1993,358.1,1783
7/24/1993,356.69,1784
7/31/1993,356.52,1785
8/7/1993,355.88,1786
8/14/1993,355.95,1787
8/21/1993,354.9,1788
8/28/1993,354.72,1789
9/4/1993,354.3,1790
9/11/1993,353.23,1791
9/18/1993,353.81,1792
9/25/1993,353.86,1793
10/2/1993,353.8,1794
10/9/1993,353.87,1795
10/16/1993,354,1796
10/23/1993,354.45,1797
10/30/1993,354.38,1798
11/6/1993,354.78,1799
11/13/1993,355.16,1800
11/20/1993,355.65,1801
11/27/1993,356.03,1802
12/4/1993,356.27,1803
12/11/1993,356.52,1804
12/18/1993,356.99,1805
12/25/1993,357.5,1806
1/1/1994,358.14,1807
1/8/1994,358.12,1808
1/15/1994,358.43,1809
1/22/1994,358.33,1810
1/29/1994,358.78,1811
2/5/1994,358.49,1812
2/12/1994,358.61,1813
2/19/1994,359.02,1814
2/26/1994,359.64,1815
3/5/1994,358.77,1816
3/12/1994,359.86,1817
3/19/1994,360.49,1818
3/26/1994,360.83,1819
4/2/1994,360.68,1820
4/9/1994,361.01,1821
4/16/1994,361.07,1822
4/23/1994,361.34,1823
4/30/1994,362.25,1824
5/7/1994,361.63,1825
5/14/1994,361.42,1826
5/21/1994,361.78,1827
5/28/1994,361.91,1828
6/4/1994,361.04,1829
6/11/1994,361.07,1830
6/18/1994,360.93,1831
6/25/1994,360.7,1832
7/2/1994,360.22,1833
7/9/1994,359.9,1834
7/16/1994,359.43,1835
7/23/1994,359,1836
7/30/1994,358.81,1837
8/6/1994,358.1,1838
8/13/1994,357.52,1839
8/20/1994,357.63,1840
8/27/1994,356.39,1841
9/3/1994,356.44,1842
9/10/1994,356.46,1843
9/17/1994,355.46,1844
9/24/1994,355.5,1845
10/1/1994,355.46,1846
10/8/1994,355.81,1847
10/15/1994,356.09,1848
10/22/1994,356.39,1849
10/29/1994,356.61,1850
11/5/1994,356.97,1851
11/12/1994,357.4,1852
11/19/1994,357.93,1853
11/26/1994,358.11,1854
12/3/1994,358.43,1855
12/10/1994,359.13,1856
12/17/1994,359.25,1857
12/24/1994,359.15,1858
12/31/1994,359.52,1859
1/7/1995,359.68,1860
1/14/1995,360.28,1861
1/21/1995,360.12,1862
1/28/1995,360.04,1863
2/4/1995,360.67,1864
2/11/1995,361.09,1865
2/18/1995,360.88,1866
2/25/1995,361.36,1867
3/4/1995,362.2,1868
3/11/1995,361.24,1869
3/18/1995,360.99,1870
3/25/1995,362,1871
4/1/1995,363.8,1872
4/8/1995,363.44,1873
4/15/1995,363.34,1874
4/22/1995,362.89,1875
4/29/1995,363.58,1876
5/6/1995,363.24,1877
5/13/1995,364.11,1878
5/20/1995,364.18,1879
5/27/1995,363.47,1880
6/3/1995,363.92,1881
6/10/1995,363.47,1882
6/17/1995,362.96,1883
6/24/1995,362.81,1884
7/1/1995,362.53,1885
7/8/1995,362.27,1886
7/15/1995,361.97,1887
7/22/1995,361.58,1888
7/29/1995,360.98,1889
8/5/1995,360.45,1890
8/12/1995,359.21,1891
8/19/1995,358.72,1892
8/26/1995,359.29,1893
9/2/1995,357.37,1894
9/9/1995,358.5,1895
9/16/1995,358.58,1896
9/23/1995,358.2,1897
9/30/1995,357.56,1898
10/7/1995,357.65,1899
10/14/1995,357.6,1900
10/21/1995,358.04,1901
10/28/1995,358.23,1902
11/4/1995,359.19,1903
11/11/1995,359.43,1904
11/18/1995,359.69,1905
11/25/1995,359.87,1906
12/2/1995,360.13,1907
12/9/1995,360.43,1908
12/16/1995,360.53,1909
12/23/1995,360.89,1910
12/30/1995,361.73,1911
1/6/1996,361.81,1912
1/13/1996,362.06,1913
1/20/1996,362.17,1914
1/27/1996,362.23,1915
2/3/1996,362.68,1916
2/10/1996,363.12,1917
2/17/1996,363.01,1918
2/24/1996,364.03,1919
3/2/1996,363.84,1920
3/9/1996,363.66,1921
3/16/1996,364.1,1922
3/23/1996,364.53,1923
3/30/1996,364.35,1924
4/6/1996,364.57,1925
4/13/1996,364.89,1926
4/20/1996,364.4,1927
4/27/1996,365.13,1928
5/4/1996,364.92,1929
5/11/1996,365.37,1930
5/18/1996,365.74,1931
5/25/1996,365.43,1932
6/1/1996,364.86,1933
6/8/1996,365.19,1934
6/15/1996,365.27,1935
6/22/1996,365,1936
6/29/1996,364.3,1937
7/6/1996,364.19,1938
7/13/1996,363.75,1939
7/20/1996,363.38,1940
7/27/1996,362.84,1941
8/3/1996,361.78,1942
8/10/1996,362.1,1943
8/17/1996,361.29,1944
8/24/1996,360.85,1945
8/31/1996,360.82,1946
9/7/1996,359.86,1947
9/14/1996,359.82,1948
9/21/1996,359.09,1949
9/28/1996,359.04,1950
10/5/1996,359.45,1951
10/12/1996,359.52,1952
10/19/1996,359.86,1953
10/26/1996,359.87,1954
11/2/1996,359.94,1955
11/9/1996,360.52,1956
11/16/1996,360.79,1957
11/23/1996,361.24,1958
11/30/1996,361.4,1959
12/7/1996,361.97,1960
12/14/1996,362.68,1961
12/21/1996,362.47,1962
12/28/1996,362.62,1963
1/4/1997,362.95,1964
1/11/1997,363,1965
1/18/1997,363.16,1966
1/25/1997,363.51,1967
2/1/1997,363.28,1968
2/8/1997,364.19,1969
2/15/1997,364.02,1970
2/22/1997,364.24,1971
3/1/1997,364.5,1972
3/8/1997,364.16,1973
3/15/1997,364.19,1974
3/22/1997,364.75,1975
3/29/1997,365.43,1976
4/5/1997,365.8,1977
4/12/1997,366.25,1978
4/19/1997,366.69,1979
4/26/1997,366.79,1980
5/3/1997,366.76,1981
5/10/1997,366.8,1982
5/17/1997,367.03,1983
5/24/1997,366.61,1984
5/31/1997,366.36,1985
6/7/1997,365.71,1986
6/14/1997,365.61,1987
6/21/1997,365.53,1988
6/28/1997,365.16,1989
7/5/1997,365.09,1990
7/12/1997,364.67,1991
7/19/1997,364.11,1992
7/26/1997,363.8,1993
8/2/1997,363.39,1994
8/9/1997,363.36,1995
8/16/1997,362.63,1996
8/23/1997,361.51,1997
8/30/1997,361.66,1998
9/6/1997,360.69,1999
9/13/1997,360.26,2000
9/20/1997,360.08,2001
9/27/1997,359.81,2002
10/4/1997,360.54,2003
10/11/1997,360.49,2004
10/18/1997,361.07,2005
10/25/1997,361.13,2006
11/1/1997,361.71,2007
11/8/1997,362.19,2008
11/15/1997,362.06,2009
11/22/1997,362.65,2010
11/29/1997,363.51,2011
12/6/1997,363.97,2012
12/13/1997,363.95,2013
12/20/1997,364.27,2014
12/27/1997,365.09,2015
1/3/1998,365.24,2016
1/10/1998,365.3,2017
1/17/1998,365.35,2018
1/24/1998,365.38,2019
1/31/1998,365.69,2020
2/7/1998,366.06,2021
2/14/1998,365.52,2022
2/21/1998,366.08,2023
2/28/1998,367.36,2024
3/7/1998,367.02,2025
3/14/1998,366.66,2026
3/21/1998,367.49,2027
3/28/1998,368.57,2028
4/4/1998,368.69,2029
4/11/1998,368.68,2030
4/18/1998,368.05,2031
4/25/1998,368.9,2032
5/2/1998,369.17,2033
5/9/1998,368.83,2034
5/16/1998,368.51,2035
5/23/1998,369.66,2036
5/30/1998,369.7,2037
6/6/1998,369.41,2038
6/13/1998,368.88,2039
6/20/1998,368.54,2040
6/27/1998,368.36,2041
7/4/1998,368.05,2042
7/11/1998,367.54,2043
7/18/1998,367.67,2044
7/25/1998,367.36,2045
8/1/1998,366.88,2046
8/8/1998,366.46,2047
8/15/1998,365.64,2048
8/22/1998,365.63,2049
8/29/1998,364.25,2050
9/5/1998,364.74,2051
9/12/1998,363.96,2052
9/19/1998,363.5,2053
9/26/1998,363.6,2054
10/3/1998,364.01,2055
10/10/1998,364.17,2056
10/17/1998,364.46,2057
10/24/1998,364.49,2058
10/31/1998,364.7,2059
11/7/1998,365.05,2060
11/14/1998,365.48,2061
11/21/1998,365.8,2062
11/28/1998,366,2063
12/5/1998,366.46,2064
12/12/1998,366.74,2065
12/19/1998,367.3,2066
12/26/1998,367.38,2067
1/2/1999,367.58,2068
1/9/1999,367.87,2069
1/16/1999,367.8,2070
1/23/1999,368.33,2071
1/30/1999,369.25,2072
2/6/1999,369.19,2073
2/13/1999,368.9,2074
2/20/1999,369.05,2075
2/27/1999,368.52,2076
3/6/1999,368.13,2077
3/13/1999,369.58,2078
3/20/1999,370.27,2079
3/27/1999,370.65,2080
4/3/1999,371.11,2081
4/10/1999,371.59,2082
4/17/1999,371.07,2083
4/24/1999,370.32,2084
5/1/1999,370.82,2085
5/8/1999,371.33,2086
5/15/1999,371.09,2087
5/22/1999,370.89,2088
5/29/1999,370.41,2089
6/5/1999,370.98,2090
6/12/1999,370.33,2091
6/19/1999,369.97,2092
6/26/1999,369.97,2093
7/3/1999,369.49,2094
7/10/1999,370.15,2095
7/17/1999,369.54,2096
7/24/1999,368.66,2097
7/31/1999,367.48,2098
8/7/1999,367.65,2099
8/14/1999,366.77,2100
8/21/1999,366.44,2101
8/28/1999,366.16,2102
9/4/1999,364.22,2103
9/11/1999,364.75,2104
9/18/1999,365.25,2105
9/25/1999,364.74,2106
10/2/1999,364.62,2107
10/9/1999,365.11,2108
10/16/1999,364.94,2109
10/23/1999,365.7,2110
10/30/1999,365.81,2111
11/6/1999,366.24,2112
11/13/1999,366.75,2113
11/20/1999,366.74,2114
11/27/1999,367.2,2115
12/4/1999,367.47,2116
